titleId	conceptId	name	contentId	region	publisherId	psVR	pS4Pro	pS5BackCompat
CUSA12306_00	232336	Psyvariar Delta	UP3371-CUSA12306_00-0000000000000000	UP	UP3371		Supported	Compatible
CUSA12828_00	232337	Windlands 2	UP1512-CUSA12828_00-WINDLANDS2FULL05	UP	UP1512			Compatible
CUSA13085_00	232338	Nelke & the Legendary Alchemists ~Ateliers of the New World~	UP4108-CUSA13085_00-ATELIER20TH00000	UP	UP4108		Supported	Compatible
CUSA15272_00	232340	Feudal Alloy	UP4628-CUSA15272_00-0000111122223335	UP	UP4628		Supported	Compatible
CUSA12955_00	232341	Redeemer: Enhanced Edition	UP5003-CUSA12955_00-RDMRMG0000000002	UP	UP5003		Supported	Compatible
CUSA15976_00	232341	Redeemer: Enhanced Edition	UP2047-CUSA15976_00-REDEEMERENHANCUS	UP	UP2047		Supported	Compatible
CUSA10945_00	232343	Walden, a game	UP1279-CUSA10945_00-0000000000000000	UP	UP1279		Supported	Compatible
CUSA12539_00	232345	STAR WARS Jedi: Fallen Order™	UP0006-CUSA12539_00-RESPAWNSWBIRDDOG	UP	UP0006		Supported	Compatible
CUSA12538_00	232348	Animal Force	UP1847-CUSA12538_00-ANIMALFORCEUS001	UP	UP1847	Required	Supported	Compatible
CUSA13725_00	232348	Animal Force Demo	UP1847-CUSA13725_00-AFDEMOUS00000001	UP	UP1847	Required	Supported	
CUSA18223_00	232350	DIGIMON SURVIVE	UP0700-CUSA18223_00-DIGIMONSURVIVE01	UP	UP0700		Supported	Compatible
CUSA12540_00	232352	Apex Legends	UP0006-CUSA12540_00-APEXLEGENDRSPWN1	UP	UP0006		Supported	Compatible
CUSA19626_00	232352	Apex Legends	UP0006-CUSA19626_00-RETAILTESTBETA20	UP	UP0006			Compatible
CUSA23295_00	232352	Apex Legends	UP0006-CUSA23295_00-21LOREMIPSUMBETA	UP	UP0006			Compatible
CUSA10944_00	232354	The Night Journey	UP1279-CUSA10944_00-0000000000000000	UP	UP1279		Supported	Compatible
CUSA12587_00	232356	Super Destronaut DX	UP0891-CUSA12587_00-RGSUPERDESTRONAU	UP	UP0891		Supported	Compatible
CUSA12564_00	232357	The Surge 2	UP4133-CUSA12564_00-0000000THESURGE2	UP	UP4133		Supported	Compatible
CUSA12663_00	232358	Unruly Heroes	UP3681-CUSA12663_00-UNRULYHEROESAMER	UP	UP3681		Supported	Compatible
CUSA12565_00	232359	Just Dance® 2019	UP0001-CUSA12565_00-JD2019PS4SIEA000	UP	UP0001		Supported	Compatible
CUSA14005_00	232359	Just Dance® 2019 (Demo)	UP0001-CUSA14005_00-JD2019PS4SCEADM0	UP	UP0001		Supported	
CUSA16816_00	232363	Shalnor Legends: Sacred Lands	UP4967-CUSA16816_00-SHALNORLEGENDS01	UP	UP4967		Supported	Compatible
CUSA14293_00	232364	Scintillatron4096	UP4961-CUSA14293_00-0000000000010000	UP	UP4961		Supported	Compatible
CUSA12279_00	232366	Shenmue	UP0177-CUSA12279_00-SHENMUEUSA000000	UP	UP0177		Supported	Compatible
CUSA12280_00	232366	Shenmue II	UP0177-CUSA12280_00-SHENMUEIIUSA0000	UP	UP0177		Supported	Compatible
CUSA12563_00	232368	Scribblenauts Mega Pack	UP1018-CUSA12563_00-SCRIBBLENAUTSSMP	UP	UP1018		Supported	Compatible
CUSA12586_00	232369	Vacation Simulator	UP0503-CUSA12586_00-VACATIONSIMULATR	UP	UP0503	Required	Supported	Compatible
CUSA12583_00	232371	Zombie Army 4: Dead War	UP4363-CUSA12583_00-ZOMBIEARMY400000	UP	UP4363		Supported	Compatible
CUSA12584_00	232374	Dying Light 2: Stay Human	UP3050-CUSA12584_00-DYINGLIGHT2GAMUS	UP	UP3050			Compatible
CUSA12558_00	232375	Freaky Awesome	UP1340-CUSA12558_00-FREAKYAWESOME000	UP	UP1340		Supported	Compatible
CUSA12507_00	232379	Maximum Football 2018	UP3150-CUSA12507_00-0000000000000000	UP	UP3150		Supported	Compatible
CUSA12588_00	232383	Mecho Wars: Desert Ashes	UP1594-CUSA12588_00-MWDA000000000100	UP	UP1594		Supported	Compatible
CUSA12609_00	232384	Nefarious	UP2187-CUSA12609_00-NEFPS4SIEADIGI00	UP	UP2187		Supported	Compatible
CUSA11553_00	232387	NBC Sports	UP8839-CUSA11553_00-NBCUAPPSPORTSPS4	UP	UP8839		Supported	
CUSA15673_00	232388	The Alliance Alive HD Remastered	UP1063-CUSA15673_00-NINELIVES0000000	UP	UP1063		Supported	Compatible
CUSA12754_00	232390	GUNDAM BUILD FIGHTERS BATTLOGUE EPISODE 1	UP0700-CUSA12754_00-GBFBTL0000000001	UP	UP0700		Supported	Compatible
CUSA12639_00	232391	Tom Clancy's The Division® 2	UP0001-CUSA12639_00-TCTD2BASEGAME001	UP	UP0001		Supported	Compatible
CUSA13726_00	232391	Tom Clancy's The Division® 2 Beta	UP0001-CUSA13726_00-TCTD2BETA0000001	UP	UP0001		Supported	
CUSA14463_00	232391	Technical Test	UP0001-CUSA14463_00-TCTD2VMC00000001	UP	UP0001		Supported	
CUSA13269_00	232393	Guns'n'Stories: Bulletproof VR	UP4838-CUSA13269_00-BULLETPROOFVRXXX	UP	UP4838	Required	Supported	Compatible
CUSA16803_00	232395	9 Monkeys of Shaolin	UP2047-CUSA16803_00-9MONKEYSGAME00US	UP	UP2047		Supported	Compatible
CUSA24467_00	232395	9 Monkeys of Shaolin Demo	UP2047-CUSA24467_00-9MONKEYSDEMO00US	UP	UP2047		Supported	Compatible
CUSA17172_00	232397	SEPARATION	UP1400-CUSA17172_00-0509200522071969	UP	UP1400	Required	Supported	Compatible
CUSA12921_00	232398	The Wizards	UP3291-CUSA12921_00-THEWIZARDS000001	UP	UP3291	Required	Supported	Compatible
CUSA15671_00	232399	Baldur's Gate and Baldur's Gate II: Enhanced Editions	UP0346-CUSA15671_00-BGANDBGIICONSOLE	UP	UP0346		Supported	Compatible
CUSA12637_00	232402	Achtung Cthulhu Tactics	UP2070-CUSA12637_00-ACHTUNGCTHULHU00	UP	UP2070		Supported	Compatible
CUSA15672_00	232403	Planescape: Torment and Icewind Dale: Enhanced Editions	UP0346-CUSA15672_00-IWDANDPSTCONSOLE	UP	UP0346		Supported	Compatible
CUSA12654_00	232404	PitterPot	UP4947-CUSA12654_00-PITTERPOTFULL123	UP	UP4947		Supported	Compatible
CUSA12762_00	232405	Alwa's Awakening	UP4907-CUSA12762_00-ALWASAWAKENING01	UP	UP4907		Supported	Compatible
CUSA12666_00	232407	The Wardrobe	UP4487-CUSA12666_00-00000THEWARDROBE	UP	UP4487		Supported	Compatible
CUSA12688_00	232410	Bird Game +	UP0891-CUSA12688_00-RATAGAMEBIRDGAME	UP	UP0891		Supported	Compatible
CUSA12680_00	232411	Mutant Year Zero: Road to Eden	UP1850-CUSA12680_00-NAMUTANTYEARZERO	UP	UP1850		Supported	Compatible
CUSA12695_00	232412	Monstrum	UP1470-CUSA12695_00-MONSTRUMUS000000	UP	UP1470		Supported	Compatible
CUSA12679_00	232417	Apocalypse Rider	UP0458-CUSA12679_00-APOCALYPSERIDER0	UP	UP0458	Required	Supported	Compatible
CUSA12734_00	232418	Detective Gallo	UP4487-CUSA12734_00-00DETECTIVEGALLO	UP	UP4487		Supported	Compatible
CUSA12664_00	232419	Ghost Giant	UP1241-CUSA12664_00-GHOSTGIANT000000	UP	UP1241	Required	Supported	Compatible
CUSA12689_00	232419	GhostGiant	UP1241-CUSA12689_00-GHOSTGIANT0DEMO0	UP	UP1241	Required	Supported	
CUSA10064_00	232420	Hopalong: The Badlands	UP3780-CUSA10064_00-0123456789ABCDEF	UP	UP3780	Required	Supported	Compatible
CUSA12684_00	232421	Home Sweet Home	UP1059-CUSA12684_00-HOMESWEETHOMEUSA	UP	UP1059	Supported	Supported	Compatible
CUSA12106_00	232424	Narcosis	UP0338-CUSA12106_00-NRCSSPJNMT000100	UP	UP0338		Supported	Compatible
CUSA12685_00	232426	PixARK	UP0781-CUSA12685_00-PIXARK0000000001	UP	UP0781		Supported	Bootable
CUSA12736_00	232432	Slam Land	UP4815-CUSA12736_00-BMGSLAMLAND00001	UP	UP4815		Supported	Compatible
CUSA12055_00	232436	Chicken Assassin: Reloaded	UP3385-CUSA12055_00-CHXAMOH000000000	UP	UP3385		Supported	Compatible
CUSA12819_00	232437	DiRT Rally 2.0	UP4001-CUSA12819_00-DIRTRALLY2US0001	UP	UP4001		Supported	Compatible
CUSA14340_00	232438	Eden-Tomorrow	UP2436-CUSA14340_00-ET00000000000005	UP	UP2436	Required	Supported	Compatible
CUSA14849_00	232438	Eden-Tomorrow: Demo	UP2436-CUSA14849_00-ETDEMO0000000002	UP	UP2436	Required	Supported	
CUSA10631_00	232440	ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS	UP0101-CUSA10631_00-MAINGAME00000000	UP	UP0101	Supported	Supported	Compatible
CUSA12309_00	232440	ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS TRIAL EDITION	UP0101-CUSA12309_00-DEMOGAME00000001	UP	UP0101	Supported	Supported	
CUSA12851_00	232440	ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS TRIAL EDITION	UP0101-CUSA12851_00-ZOEPSKIOSKDEMO4K	UP	UP0101		Supported	
CUSA12852_00	232440	ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS	UP0101-CUSA12852_00-ZOEPSKIOSKDEMOVR	UP	UP0101	Required	Supported	
CUSA13086_00	232440	ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS ORANGE CASE	UP0101-CUSA13086_00-DEMOGAME00000002	UP	UP0101	Supported	Supported	
CUSA12755_00	232441	Arise: A simple story	UP3050-CUSA12755_00-ARISETHEGAME00NA	UP	UP3050		Supported	Compatible
CUSA17687_00	232441	Arise: A simple story OST	UP3050-CUSA17687_00-ARISESOUNDTRACK1	UP	UP3050			Compatible
CUSA12678_00	232442	Transpose	UP3009-CUSA12678_00-0000000000000001	UP	UP3009	Required	Supported	Compatible
CUSA12760_00	232443	Axis Football 2018	UP4770-CUSA12760_00-AXISFOOTBALL2018	UP	UP4770		Supported	Compatible
CUSA12733_00	232444	S.O.N	UP3759-CUSA12733_00-SONPS4GAMEFULLRG	UP	UP3759		Supported	Compatible
CUSA16985_00	232445	Throw Anything	UP4649-CUSA16985_00-0000000000000001	UP	UP4649	Required	Supported	Compatible
CUSA12756_00	232446	Poop Slinger	UP3995-CUSA12756_00-POOPSLINGER18PS4	UP	UP3995		Supported	Compatible
CUSA12824_00	232447	Hogwarts Legacy	UP1018-CUSA12824_00-HOGWARTSLEGACY01	UP	UP1018			Compatible
CUSA12798_00	232450	RGX Showdown	UP2026-CUSA12798_00-RGXS0000000000FG	UP	UP2026		Supported	Compatible
